doc_name,complaint_id,model_year,dominant_topic,topic_gamma,engine_spec,prod_year,component,mileage_miles,technical_bucket,chronic_score,gamma_vector
doc_00927,11578065,2017,6,1.0,unknown,2017,SUSPENSION,,low,0,"[6.613647245616303e-308, 2.6497939090082475e-308, 4.599778352108956e-308, 1.8779362020795686e-308, 1.7091835155919927e-308, 1.0, 3.1250852702230904e-308, 6.051275286964314e-308, 3.9965323056100106e-308, 3.780162946583637e-308, 2.9710839225775993e-308, 1.913594554159061e-308, 1.7174439568649344e-308, 4.98379501959766e-308, 2.294691249148478e-308, 1.493788834989802e-308, 2.0442562924414213e-308, 1.655175411077931e-308, 3.423436187191606e-308]"
doc_00928,11564743,2017,2,1.0,2.0_TSI,2017,FUEL/PROPULSION SYSTEM,,low,0,"[2.2470463539498644e-308, 1.0, 3.588510592949781e-308, 3.391917596373853e-308, 2.193414833325061e-308, 2.248734021453548e-308, 1.288884998385654e-308, 3.105056503999426e-308, 1.440088357512384e-308, 4.51878885028236e-308, 2.0755626379628277e-308, 1.1400029386725986e-308, 1.270828801865418e-308, 1.5934750115880657e-308, 1.8979026404896326e-308, 1.1705746420541484e-308, 6.374624079110547e-308, 1.1092578847381283e-308, 2.563857296101999e-308]"
doc_00929,11558501,2017,4,0.050889045544792136,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[0.008339323421249446, 0.020310944142118374, 0.012680709495924399, 0.050889045544792136, 0.011671100437184298, 0.00727765060793196, 0.004601558820844629, 0.00809435696232561, 0.005084531695218629, 0.019973217300998356, 0.008899150027239646, 0.003587281849329774, 0.004165706074686555, 0.0056768613875843015, 0.008825027971514954, 0.003868560794855854, 0.04053893605345033, 0.003555536054050125, 0.011895144071075588]"
doc_00930,11552952,2017,2,0.22123501958316447,unknown,2017,"ENGINE,FUEL/PROPULSION SYSTEM",,low,0,"[0.021933031375570608, 0.22123501958316447, 0.03434824337864884, 0.04514032108613547, 0.023541835735086253, 0.02184008581597496, 0.012545787762971605, 0.027325250670860463, 0.013910439099203222, 0.049883421198602604, 0.02221941953828373, 0.010705957522094047, 0.012071887733086626, 0.015502038257389581, 0.02075450669876204, 0.011154303556016812, 0.13107867064539633, 0.010479335817101736, 0.02857135149729496]"
doc_00931,11548647,2017,2,1.0,2.0_TSI,2017,FUEL/PROPULSION SYSTEM,,high,0,"[2.3721043756150024e-308, 1.0, 3.857625339321744e-308, 3.711132307463236e-308, 2.4187895399724503e-308, 2.329496429622494e-308, 1.316379222337818e-308, 3.165518570834512e-308, 1.474850923874888e-308, 5.501568835064645e-308, 2.1545729082830954e-308, 1.18110001708635e-308, 1.3332847199255235e-308, 1.6436725942312503e-308, 1.9705573385572373e-308, 1.224309715000158e-308, 6.98243096939048e-308, 1.1522009170060806e-308, 2.726998583598112e-308]"
doc_00932,11547266,2017,17,1.0,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[1.995320783102893e-308, 6.51974525668729e-308, 3.056595930504844e-308, 7.663038066691545e-308, 2.6421270754068226e-308, 1.9582253102213327e-308, 1.2070980342632335e-308, 2.214173692311602e-308, 1.32811425442969e-308, 4.483113403308673e-308, 2.2864288161359634e-308, 1.1043162828762424e-308, 1.2515187810453325e-308, 1.4882481318245625e-308, 2.2187569175140617e-308, 1.161065033681266e-308, 1.0, 1.085781493675162e-308, 3.0721447537120755e-308]"
doc_00933,11546976,2017,14,1.0,unknown,2017,"AIR BAGS,VEHICLE SPEED CONTROL,FORWARD COLLISION AVOIDANCE",,medium,1,"[5.373486875244897e-308, 1.794608988148914e-308, 2.6858607343224854e-308, 1.579145744040324e-308, 1.536901231590658e-308, 5.088566235590951e-308, 4.527803714681687e-308, 2.874987333161664e-308, 7.638442155981468e-308, 2.4402978886123627e-308, 2.5633685005658496e-308, 2.2940131350286916e-308, 1.771232717274181e-308, 1.0, 2.0945129855317417e-308, 1.543861810688419e-308, 1.553859360219852e-308, 1.8399315002457127e-308, 2.6912387841474356e-308]"
doc_00934,11546483,2017,3,0.054333288157212827,unknown,2017,"UNKNOWN OR OTHER,ENGINE,FUEL/PROPULSION SYSTEM",,high,1,"[0.03253802678555982, 0.028594017506731118, 0.054333288157212827, 0.03978098432299787, 0.025529477897729923, 0.027720806503778308, 0.017559177575481377, 0.02288926971157469, 0.019306951269054923, 0.03874220164462737, 0.06832849402812831, 0.012902518846687878, 0.013711322736255565, 0.02369508900836687, 0.07386907450932186, 0.012469304170665626, 0.028754600869551, 0.012302438997903568, 0.11631308002087778]"
doc_00935,11542548,2017,2,1.0,unknown,2016,FUEL/PROPULSION SYSTEM,,high,1,"[2.213473940261908e-308, 1.0, 3.535379888015799e-308, 3.509976961596544e-308, 2.1743302932107244e-308, 2.218919124363097e-308, 1.27960899350682e-308, 3.0014109490008066e-308, 1.4267152472528127e-308, 4.4167475219890724e-308, 2.1020605997531364e-308, 1.1251890008588663e-308, 1.2510036155011373e-308, 1.5769789314597715e-308, 1.927370914850991e-308, 1.153597820910857e-308, 6.940362294538128e-308, 1.0946029191850523e-308, 2.599725299491692e-308]"
doc_00936,11536956,2017,9,0.14711995837427996,unknown,2017,SEAT BELTS,,low,0,"[0.034980757556384565, 0.01346670904720117, 0.018721352914546043, 0.01125333041789106, 0.011031006065394864, 0.03732244764605041, 0.08787605287868873, 0.022507190393601384, 0.14711995837427996, 0.017440747103387215, 0.016759222042759526, 0.021944040795303488, 0.014620367540139019, 0.061630522167218774, 0.014111394229617803, 0.012720529521862327, 0.011487480583193951, 0.016423567154064466, 0.017568917591857764]"
doc_00937,11537018,2017,2,1.0,2.0_TSI,2015,FUEL/PROPULSION SYSTEM,,low,0,"[2.2256626943579913e-308, 1.0, 3.533559476556827e-308, 3.512246078948327e-308, 2.24928037316148e-308, 2.233665460162892e-308, 1.2832614286652794e-308, 3.039350599771479e-308, 1.4315198976430304e-308, 4.641550123017689e-308, 2.0752599395455696e-308, 1.1428930589474354e-308, 1.2800869745537496e-308, 1.5876306518757577e-308, 1.9039713228415515e-308, 1.1796351818599924e-308, 6.879351709947724e-308, 1.114230793078284e-308, 2.583399653503529e-308]"
doc_00938,11535411,2017,17,1.0,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[1.9904484285065896e-308, 7.039288085110915e-308, 3.071561624523102e-308, 6.61233101917753e-308, 2.590730306287481e-308, 1.9917542227902314e-308, 1.2179257936750396e-308, 2.278926189683548e-308, 1.338172545752834e-308, 4.537217280284833e-308, 2.256817277086133e-308, 1.1132487256975655e-308, 1.2610615630296175e-308, 1.4971628783657297e-308, 2.1666314298062416e-308, 1.1688117911763073e-308, 1.0, 1.0940299196101196e-308, 3.014393585209552e-308]"
doc_00939,11534630,2017,2,1.0,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[2.2156672355950936e-308, 1.0, 3.5261232496076804e-308, 3.5867196548302744e-308, 2.2066308996163185e-308, 2.2086541804391274e-308, 1.276202673224767e-308, 2.9689530702507536e-308, 1.422452818054666e-308, 4.496678539510644e-308, 2.1046560528003216e-308, 1.1258783567733504e-308, 1.2550484027832916e-308, 1.5731194445714164e-308, 1.9337069265190785e-308, 1.157556925000427e-308, 7.203229453862509e-308, 1.096362184138713e-308, 2.6116968856019583e-308]"
doc_00940,11533709,2017,2,0.3035222660753557,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[0.027209649542787498, 0.3035222660753557, 0.04323749687912948, 0.052112808061714914, 0.02789693243615172, 0.026186234124363696, 0.01494609768728548, 0.03334082212528208, 0.01664853143310533, 0.062373457145941766, 0.02659022303411244, 0.012693824634560803, 0.014302156949777814, 0.018498841206140208, 0.02471893054401332, 0.013190182895178398, 0.12113321861188052, 0.012405276218804825, 0.03401560492075515]"
doc_00941,11531806,2017,19,1.0,unknown,2017,"SERVICE BRAKES,ENGINE,FUEL/PROPULSION SYSTEM",,low,0,"[3.908506017245183e-308, 3.6951838643334907e-308, 8.2924228785841035e-308, 4.0438752108153283e-308, 2.4114974365994564e-308, 3.4327137662283864e-308, 1.910249076662758e-308, 2.79659844877851e-308, 2.143527079534535e-308, 5.162922312389424e-308, 1.1603632326104157e-307, 1.372911662148074e-308, 1.42908457143839e-308, 2.5351986287128283e-308, 8.641894284357272e-308, 1.288982247809457e-308, 3.3651641636854033e-308, 1.292404147487393e-308, 1.0]"
doc_00942,11530737,2017,2,1.0,2.0_TSI,2016,FUEL/PROPULSION SYSTEM,,low,2,"[2.328904851241988e-308, 1.0, 3.748394220356378e-308, 3.661626915097647e-308, 2.392059736734617e-308, 2.298111832141721e-308, 1.3057108641078367e-308, 3.123796283184039e-308, 1.460853886754416e-308, 5.288725300919405e-308, 2.1227366405027497e-308, 1.173200982899275e-308, 1.324439807968092e-308, 1.6264833633434816e-308, 1.944649008887972e-308, 1.217427653308531e-308, 6.957213140241801e-308, 1.145187827546581e-308, 2.676823335258233e-308]"
doc_00943,11529296,2017,17,0.561988755710888,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[0.011023652983166222, 0.03422782627713948, 0.01665239779176964, 0.044490692928095835, 0.01481188602799046, 0.010738670742313019, 0.00667975885373789, 0.012112235427418933, 0.007345732790369496, 0.024173425215025558, 0.012634285430195877, 0.006128493650853882, 0.006951737259771051, 0.00822798186572287, 0.012339301409586672, 0.006459582800709959, 0.561988755710888, 0.006032181088640418, 0.01687248580439473]"
doc_00944,11527665,2017,18,1.0,unknown,2017,UNKNOWN OR OTHER,,low,0,"[1.769802021074017e-308, 1.175136736725146e-308, 1.36865222306471e-308, 1.0858721611648476e-308, 1.4102164251164483e-308, 1.6436729117429976e-308, 1.7817102718518386e-308, 1.424735652168535e-308, 1.826982358353355e-308, 1.456921016680375e-308, 1.2257573596375133e-308, 7.696120303804216e-308, 5.241303976974697e-308, 1.8166081038392954e-308, 1.120273281448426e-308, 4.2925155837301726e-308, 1.070827138308844e-308, 1.0, 1.3708882468227233e-308]"
doc_00945,11527425,2017,5,1.0,unknown,2017,ENGINE,,high,1,"[1.968445276519891e-308, 2.392613570781674e-308, 2.653589814380069e-308, 3.8925386409964974e-308, 1.0, 1.676244789220922e-308, 1.1911547481072896e-308, 1.6974583409199473e-308, 1.2969352147637094e-308, 3.976091975479492e-308, 1.8253432958900473e-308, 1.349938925530766e-308, 1.817163007597514e-308, 1.48569241688236e-308, 1.8128676768363686e-308, 1.7088414424176997e-308, 2.5263285252941696e-308, 1.40245819348769e-308, 2.314988228333612e-308]"
doc_00946,11526428,2017,17,0.6680288941580161,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[0.007946705686983992, 0.02528321925807123, 0.012244326245096556, 0.03234015641289772, 0.010514334910001286, 0.007773418648098287, 0.004783513651228094, 0.008725224656038137, 0.005268793268177058, 0.017910374081164138, 0.009207644787346564, 0.004367966774039282, 0.0049452912737821585, 0.0059146709190984435, 0.008950751250146806, 0.004585164295602002, 0.6680288941580161, 0.004291809421301745, 0.012476247897270575]"
doc_00947,11525140,2017,13,0.41846344282430875,unknown,2017,UNKNOWN OR OTHER,,low,0,"[0.01922964448060151, 0.013715362241312873, 0.016047209302365376, 0.012874699777562018, 0.01834877934848072, 0.017484746668543327, 0.016038587480572342, 0.015543873028868227, 0.01712255870978011, 0.018236003193265477, 0.013254009669449259, 0.0396445440871166, 0.41846344282430875, 0.018062765815579206, 0.012150106106264796, 0.10537261746590726, 0.012322241092169034, 0.05892356348648522, 0.015510583292999872]"
doc_00948,11523521,2017,13,0.4047793296205364,unknown,2017,UNKNOWN OR OTHER,,low,0,"[0.010148765355911278, 0.00775914969108084, 0.008864875607157973, 0.007446027730390375, 0.010760836115988099, 0.009325736676309034, 0.008617901491192416, 0.008477963859733893, 0.009109383971227104, 0.010149404673754863, 0.007366260170203712, 0.01969459866326447, 0.4047793296205364, 0.009579296757322062, 0.006836464687990241, 0.16960746040007385, 0.007046212952592759, 0.030433358003972896, 0.008552254776760335]"
doc_00949,11519371,2017,2,1.0,2.0_TSI,2015,FUEL/PROPULSION SYSTEM,,low,0,"[2.207810887383359e-308, 1.0, 3.5302218100115444e-308, 3.5541306145853056e-308, 2.1709849850271754e-308, 2.214168446418921e-308, 1.278326088931575e-308, 2.976026333352893e-308, 1.424613383179255e-308, 4.400268157906794e-308, 2.1149719659080814e-308, 1.121811492828173e-308, 1.2461631648758644e-308, 1.574436179859464e-308, 1.940465944327591e-308, 1.149370973094891e-308, 7.142319921857929e-308, 1.0911385372425155e-308, 2.617912915301956e-308]"
doc_00950,11516400,2017,13,1.0,2.0_TSI,2017,STRUCTURE,,medium,0,"[1.7990179448299396e-308, 1.3302393584869484e-308, 1.5361101109413893e-308, 1.2668860910078696e-308, 1.8010465097430565e-308, 1.643621706491492e-308, 1.542824366898055e-308, 1.4816267690505854e-308, 1.6330437622879243e-308, 1.7343119703210034e-308, 1.2811959986303407e-308, 3.8051341245244023e-308, 1.0, 1.710537273606019e-308, 1.1846699218550085e-308, 1.9308128981440283e-307, 1.2041154161962676e-308, 6.187487004331298e-308, 1.482616903718872e-308]"
doc_00951,11513185,2017,18,0.11459335123592455,unknown,2017,VISIBILITY,,low,0,"[0.006898494689247295, 0.00441616490331375, 0.005228582612087607, 0.004061414999016767, 0.005293129664984678, 0.006328199862923129, 0.006808453761641107, 0.005427729622089653, 0.007062666183736907, 0.005542631428992236, 0.0046401441191892285, 0.03612814902026476, 0.019857252879458376, 0.0070641806821719845, 0.004218146540959732, 0.015352557272244521, 0.00400268679166649, 0.11459335123592455, 0.005218597709521811]"
doc_00952,11512060,2017,17,1.0,unknown,2015,FUEL/PROPULSION SYSTEM,,low,0,"[2.006193980892798e-308, 6.541193979286427e-308, 3.0815551273173673e-308, 7.764034035757433e-308, 2.6398806949674396e-308, 1.9669088820250203e-308, 1.2103121930027617e-308, 2.221195687399947e-308, 1.33290215409347e-308, 4.502693094012751e-308, 2.3058938168418434e-308, 1.105421305952175e-308, 1.251253423737465e-308, 1.495120572432265e-308, 2.2383368847663756e-308, 1.160463397105826e-308, 1.0, 1.086195080352864e-308, 3.1075581466622315e-308]"
doc_00953,11510454,2017,11,0.04029563652392293,unknown,2017,ENGINE,,low,0,"[0.041569310548346415, 0.0912085475541724, 0.11423590468694836, 0.04182588552785448, 0.024236764958198626, 0.030533909606339907, 0.015665777139393437, 0.03482822197255301, 0.018039023830360556, 0.08199158590234502, 0.04029563652392293, 0.011374742068071103, 0.01241185865349061, 0.020075536706568073, 0.035094475715575696, 0.011230680439297272, 0.04514436818334798, 0.010874167536957389, 0.053257196321104795]"
doc_00954,11505083,2017,6,1.0,unknown,2012,SUSPENSION,,high,1,"[5.776138355263799e-308, 2.4096104488280747e-308, 3.8815699797755993e-308, 1.7402038648263504e-308, 1.597370717767649e-308, 1.0, 3.3719725068091477e-308, 5.687177705466531e-308, 4.441691698422864e-308, 3.2359281687801055e-308, 2.7282704185522605e-308, 1.9415377310160863e-308, 1.6791475337506437e-308, 5.743277888950878e-308, 2.143374499594019e-308, 1.46557159653046e-308, 1.8912595387844115e-308, 1.6545712197798307e-308, 3.019172756125762e-308]"
doc_00955,11504304,2017,14,1.0,unknown,2022,"ELECTRICAL SYSTEM,AIR BAGS,VEHICLE SPEED CONTROL",,low,0,"[5.333959894410156e-308, 1.7839947429257345e-308, 2.665823323971192e-308, 1.563884207056019e-308, 1.5196529788837395e-308, 5.149468771178583e-308, 4.660396007044774e-308, 2.880426070327746e-308, 8.071674362065011e-308, 2.4160041931699943e-308, 2.5373202288319624e-308, 2.2930908628176813e-308, 1.7597834489867954e-308, 1.0, 2.0756204618790785e-308, 1.5348816624148663e-308, 1.5426753908806646e-308, 1.8345765256592354e-308, 2.654219856532333e-308]"
doc_00956,11502182,2017,15,1.0,unknown,2021,"ELECTRICAL SYSTEM,ENGINE,FUEL/PROPULSION SYSTEM",,medium,1,"[3.032371517384376e-308, 2.391828631626981e-308, 4.933863292026826e-308, 2.9231216237400904e-308, 1.8696618601020146e-308, 2.285540844636097e-308, 1.6347267479526135e-308, 1.9088438110557244e-308, 1.778905260609922e-308, 2.8436475228668315e-308, 1.2825440768015928e-307, 1.1982367183591693e-308, 1.212234442824396e-308, 2.012731710137294e-308, 1.0, 1.1120010728434167e-308, 2.2902775709805087e-308, 1.1258028611468254e-308, 7.960909504478061e-308]"
doc_00957,11498054,2017,18,1.0,unknown,2017,UNKNOWN OR OTHER,,low,0,"[1.7924135851105465e-308, 1.1868797282890584e-308, 1.386174438207463e-308, 1.097389120858451e-308, 1.4301721170929235e-308, 1.659840879574437e-308, 1.7892395816780966e-308, 1.438029232006943e-308, 1.8400031888125997e-308, 1.476900822932466e-308, 1.2376050628413787e-308, 7.819290410676162e-308, 5.47544729439133e-308, 1.8351802237037684e-308, 1.1307002567659126e-308, 4.416530848321181e-308, 1.0807891525368906e-308, 1.0, 1.38671960648728e-308]"
doc_00958,11496908,2017,6,0.6817872333054914,unknown,2018,SUSPENSION,,low,0,"[0.02467134550172353, 0.010209966956379811, 0.01647441047977959, 0.0073626186275041845, 0.006752188401327341, 0.6817872333054914, 0.014390057396154734, 0.023965553038553366, 0.018868901779752006, 0.013729083307262758, 0.01158714805464064, 0.008209434309446453, 0.007101155289358847, 0.02377803857874923, 0.009086840231599736, 0.006197144741755111, 0.008005458314736171, 0.0069972482323346265, 0.012828748066422237]"
doc_00959,11496535,2017,1,1.0,unknown,2017,"POWER TRAIN,ELECTRICAL SYSTEM",,low,0,"[1.0, 2.728184627269195e-308, 7.23320501127406e-308, 2.1503868774199197e-308, 1.8613486046222767e-308, 4.160031599935817e-308, 2.4429801680576147e-308, 3.310932783080676e-308, 3.170685501696575e-308, 4.0360065274664113e-308, 4.2611207426974805e-308, 1.6129757208740934e-308, 1.5314915002277084e-308, 3.3849281185526653e-308, 3.2808009572089834e-308, 1.355700671274785e-308, 2.0405572551109537e-308, 1.4316743690894867e-308, 4.496561273501479e-308]"
doc_00960,11495771,2017,16,0.00545722865714918,unknown,2017,UNKNOWN OR OTHER,,low,0,"[0.007044181342158002, 0.004062243315618577, 0.004968677135409994, 0.003360178304141603, 0.0036962847365564094, 0.007815844518112972, 0.010274537029313172, 0.006184063555042083, 0.009728372673935535, 0.004928700181963056, 0.004260200698842843, 0.010376315905526085, 0.006246288561148911, 0.007731545915905768, 0.003730394719617225, 0.00545722865714918, 0.003530793352894279, 0.007874897612250378, 0.004592668907715677]"
doc_00961,11493720,2017,2,1.0,2.0_TSI,2017,"ENGINE,FUEL/PROPULSION SYSTEM",,high,1,"[2.3805251692777295e-308, 1.0, 3.889272660131255e-308, 3.519691036076268e-308, 2.4100226479261224e-308, 2.367335209615971e-308, 1.3287184149773205e-308, 3.281192565412067e-308, 1.489468207281759e-308, 5.500316121944065e-308, 2.1223747499111544e-308, 1.1978893075427347e-308, 1.354430263680894e-308, 1.660782064705534e-308, 1.933218912300568e-308, 1.2421160164268693e-308, 6.329522669878611e-308, 1.1685279805281246e-308, 2.675504347320377e-308]"
doc_00962,11493376,2017,5,0.42880052730152435,unknown,2017,ENGINE,,medium,0,"[0.02428420888154997, 0.028808424864059705, 0.03225820156753944, 0.04781285158952404, 0.42880052730152435, 0.020775461138992254, 0.015146616121955135, 0.020852133902638244, 0.01642237498889277, 0.04462488279363462, 0.02317203571817801, 0.017225804666375973, 0.023077962465822655, 0.01879200813590252, 0.023314330537022795, 0.021946312667803905, 0.03128535774441574, 0.01794672108224897, 0.028899965154943044]"
doc_00963,11492055,2017,17,1.0,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[1.993503340927611e-308, 6.989714004760658e-308, 3.0621471922367833e-308, 6.834575743265329e-308, 2.5813798736788797e-308, 1.9721812982669004e-308, 1.209661635746414e-308, 2.257972777371296e-308, 1.3312435793793106e-308, 4.47579052880876e-308, 2.255600741301872e-308, 1.104406181886507e-308, 1.249529766651067e-308, 1.490035368673632e-308, 2.174587009658938e-308, 1.158800635476729e-308, 1.0, 1.085014038530671e-308, 3.008459295053222e-308]"
doc_00964,11485522,2017,17,1.0,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[1.9922252721354585e-308, 6.665143438271165e-308, 3.061985678441441e-308, 7.291673821727248e-308, 2.6076695115686996e-308, 1.9702643672436983e-308, 1.2109399279972704e-308, 2.233587615098406e-308, 1.332104835968121e-308, 4.466647277147827e-308, 2.28506032857019e-308, 1.105527976275493e-308, 1.2508959169050534e-308, 1.492623326129545e-308, 2.2113000546069377e-308, 1.1601324650199056e-308, 1.0, 1.086260119146221e-308, 3.0677913139139783e-308]"
doc_00965,11485047,2017,17,0.3217226264346102,unknown,2015,FUEL/PROPULSION SYSTEM,,medium,0,"[0.01059432731350436, 0.032547945781991834, 0.01635470380112563, 0.04647486088196951, 0.014295914040955843, 0.010340087404712834, 0.006373730137885602, 0.011513509665095761, 0.007013303505159388, 0.024205606951448057, 0.012370505103616675, 0.005834018910227322, 0.006621608303617205, 0.007873139776381412, 0.012040738759945824, 0.006137973959917734, 0.3217226264346102, 0.0057371539983988645, 0.01685810886337704]"
doc_00966,11484804,2017,12,0.02254558614423568,unknown,2017,STRUCTURE,,low,0,"[0.05167048674527157, 0.01458266223659468, 0.02148694954015123, 0.012629055235667935, 0.01265428232318279, 0.03731088179927209, 0.04211295446774123, 0.023168927872139106, 0.06503251302404153, 0.020822232189099458, 0.018853781056027172, 0.02254558614423568, 0.016143570230177925, 0.07626573789546938, 0.015548524453656553, 0.013582461984822535, 0.012483698895307581, 0.017023379527409448, 0.021000153842374025]"
doc_00967,11484535,2017,17,0.29452751396743265,unknown,2017,"FUEL SYSTEM, GASOLINE",,low,0,"[0.011708126613120167, 0.034430572352257056, 0.01784175582906746, 0.05491103530950884, 0.015992473644417287, 0.011339851640239195, 0.007052122612032419, 0.012596729994282303, 0.007756406569835906, 0.026040015499558422, 0.013690440779108314, 0.006468277655797414, 0.007344935277705514, 0.008702775451655369, 0.013416315634030309, 0.006818854313726987, 0.29452751396743265, 0.006366611191314854, 0.01853743955954514]"
doc_00968,11483955,2017,9,0.07266924486686982,unknown,2017,ELECTRICAL SYSTEM,,low,0,"[0.05355824751771403, 0.013600620669553296, 0.020495964479942674, 0.011664088507359694, 0.01130235276230498, 0.03885798011345424, 0.04280839516624983, 0.0221902886422388, 0.07266924486686982, 0.01932317543128624, 0.01823203793521825, 0.01838145173278285, 0.013582594097385894, 0.08605216754591338, 0.014827498475873535, 0.011557264814197037, 0.011580937940318156, 0.01423210383850301, 0.0200014249254762]"
doc_00969,11480048,2017,2,0.18275065748669528,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[0.024929145148462502, 0.18275065748669528, 0.042115983714436776, 0.04736680624561316, 0.025654509663131004, 0.02388788964079261, 0.013130779261796484, 0.02981401019787788, 0.014717417116735701, 0.07253698551907468, 0.024198391714846074, 0.011178650708822476, 0.012668372802288205, 0.016529419994622287, 0.022220286066650073, 0.011598911643346655, 0.09430709737052109, 0.010905018857449598, 0.032333180060505055]"
doc_00970,11477257,2017,14,1.0,unknown,2017,AIR BAGS,,low,0,"[5.755038337386679e-308, 1.825700967281941e-308, 2.764031898435602e-308, 1.5590856857444745e-308, 1.5031644728963294e-308, 5.862154372634319e-308, 4.987890864848916e-308, 3.091478407219301e-308, 9.375354549573195e-308, 2.4677786711714257e-308, 2.523235666992642e-308, 2.265842077782101e-308, 1.7414381575791845e-308, 1.0, 2.0549184302971995e-308, 1.517929264012865e-308, 1.556046361853105e-308, 1.813085254163086e-308, 2.6347064847250723e-308]"
doc_00971,11476600,2017,2,1.0,unknown,2017,"FUEL SYSTEM, GASOLINE",,medium,0,"[2.65563786672247e-308, 1.0, 4.844013979923806e-308, 3.9872520856430467e-308, 2.3108397484757485e-308, 2.560243843546095e-308, 1.402286582038029e-308, 3.365407227117652e-308, 1.57987183210454e-308, 5.727313751041683e-308, 2.557321904604133e-308, 1.1834294615476393e-308, 1.3033051492023475e-308, 1.751142123638332e-308, 2.292070123589538e-308, 1.191830419720198e-308, 6.948748157142046e-308, 1.1421373499957215e-308, 3.252003355237111e-308]"
doc_00972,11475578,2017,17,1.0,unknown,2017,FUEL/PROPULSION SYSTEM,,low,0,"[1.983948861837727e-308, 6.824406310826851e-308, 3.038341240950621e-308, 6.851438501674404e-308, 2.612951210210071e-308, 1.9710209762492284e-308, 1.2100924445929594e-308, 2.2513913818877655e-308, 1.329914821580051e-308, 4.506957989655997e-308, 2.2443994537354187e-308, 1.1087732827808004e-308, 1.257679732363823e-308, 1.4884061838913215e-308, 2.1633586276333936e-308, 1.166438740334532e-308, 1.0, 1.090418076310221e-308, 2.997573124623149e-308]"
doc_00973,11475466,2017,2,1.0,2.0_TSI,2017,"POWER TRAIN,UNKNOWN OR OTHER,FUEL/PROPULSION SYSTEM",,low,0,"[2.178909385954691e-308, 1.0, 3.4389267899883935e-308, 3.457796455707614e-308, 2.1630347543807457e-308, 2.187689328562632e-308, 1.2684771317787713e-308, 2.9615682948696604e-308, 1.4128195979908486e-308, 4.3119194733678037e-308, 2.0641233697550554e-308, 1.1195955271577936e-308, 1.246440544423747e-308, 1.5609277480848354e-308, 1.896579536759161e-308, 1.150431350420886e-308, 6.804442141223072e-308, 1.090214649957265e-308, 2.5461168655634503e-308]"
doc_00974,11475400,2017,2,0.4533335288600939,2.0_TSI,2017,"ENGINE,FUEL/PROPULSION SYSTEM",,medium,0,"[0.026808486110640035, 0.4533335288600939, 0.04515552886977671, 0.03723537934956347, 0.023218098461557746, 0.027218971451490777, 0.014965873722407055, 0.03822559589568078, 0.016790938684136784, 0.0521531193497338, 0.024966506440718822, 0.012347980416833862, 0.013591256438264284, 0.018563985931445773, 0.022522285901431682, 0.012477585136934097, 0.06739905854544483, 0.011940834044574791, 0.030735142857447592]"
doc_00975,11474307,2017,2,1.0,2.0_TSI,2017,FUEL/PROPULSION SYSTEM,,low,0,"[2.1594925432931975e-308, 1.0, 3.3920027812416304e-308, 3.4152335054784814e-308, 2.140739535850022e-308, 2.1713786327970143e-308, 1.2628450544706215e-308, 2.941266805583014e-308, 1.4058267944273125e-308, 4.2160137152653134e-308, 2.048025189946286e-308, 1.1140675830705343e-308, 1.2392013778291784e-308, 1.551968879444642e-308, 1.882975222025059e-308, 1.1443414715648665e-308, 6.677161311022009e-308, 1.0848229616755555e-308, 2.5188189022865373e-308]"
doc_00976,11469482,2017,14,1.0,unknown,2017,AIR BAGS,,low,0,"[5.418221440657851e-308, 1.7953134735130755e-308, 2.6884890460350507e-308, 1.5828062800565467e-308, 1.542561729843284e-308, 5.034825946460249e-308, 4.518150976214503e-308, 2.8621220842034085e-308, 7.59708380572934e-308, 2.4462979027157083e-308, 2.573395274385826e-308, 2.3021222072164552e-308, 1.7780868646091115e-308, 1.0, 2.102000399669448e-308, 1.549101655191794e-308, 1.5549497090787885e-308, 1.845938461603121e-308, 2.7048057570842113e-308]"
doc_00977,11467619,2017,13,1.0,unknown,2021,"ELECTRICAL SYSTEM,AIR BAGS,BACK OVER PREVENTION",,low,1,"[1.8727979563126424e-308, 1.3837761090651783e-308, 1.6044362690846524e-308, 1.315781577121046e-308, 1.891957339277731e-308, 1.7035358102821837e-308, 1.5677771380733575e-308, 1.536530049252647e-308, 1.667665664349798e-308, 1.8278382833563784e-308, 1.322219088500461e-308, 3.716018664536457e-308, 1.0, 1.7563621305027013e-308, 1.220207917033441e-308, 1.5705829418894195e-307, 1.2476847867696696e-308, 5.615176838479584e-308, 1.5417980838881723e-308]"
