doc_name,thread_name,engine_group,dominant_topic,mileage_mentioned,mileage_confidence,gamma_vector
doc_00864,Golf 7 Far Anahtari sifir konumunda far sonmuyor,unknown,5,NA,none,"[0.002264, 0.000368, 0.002304, 0.001504, 0.979095, 0.002016, 0.000700, 0.001437, 0.002009, 0.000466, 0.000864, 0.001244, 0.000605, 0.002160, 0.000171, 0.000548, 0.000949, 0.000332, 0.000924, 0.000041]"
doc_00865,Golf 7 Far Degisimi,unknown,5,NA,none,"[0.004148, 0.000629, 0.000004, 0.000450, 0.987842, 0.000958, 0.000345, 0.000676, 0.000538, 0.000219, 0.000086, 0.000004, 0.000013, 0.001026, 0.000258, 0.001235, 0.000844, 0.000145, 0.000123, 0.000459]"
doc_00866,Golf 7 Far Donusumu,unknown,8,NA,none,"[0.007459, 0.000916, 0.001216, 0.002055, 0.153984, 0.002722, 0.003335, 0.808710, 0.002878, 0.000691, 0.001054, 0.001983, 0.001470, 0.003003, 0.000326, 0.001785, 0.003306, 0.001557, 0.001526, 0.000026]"
doc_00867,Golf 7 Far Ici Noktasal Kristallenme - Restorasyon Icin Usta Tavsiyesi,unknown,6,NA,none,"[0.003422, 0.001175, 0.003334, 0.003441, 0.273890, 0.686688, 0.001896, 0.002174, 0.004312, 0.001117, 0.002236, 0.002719, 0.001457, 0.004440, 0.000599, 0.001312, 0.001655, 0.001392, 0.002596, 0.000147]"
doc_00868,Golf 7 Far Sensoru Sonrasi Gunduz Fari,unknown,6,NA,none,"[0.002361, 0.001209, 0.002509, 0.027379, 0.022743, 0.917011, 0.002100, 0.001640, 0.003477, 0.001155, 0.002623, 0.002218, 0.001446, 0.003181, 0.000563, 0.001237, 0.001448, 0.002299, 0.003278, 0.000123]"
doc_00869,Golf 7 Far Yagmur Sensoru Sorunu,unknown,8,NA,none,"[0.006239, 0.001213, 0.001311, 0.001516, 0.432489, 0.002725, 0.003663, 0.533067, 0.001133, 0.000847, 0.001628, 0.001533, 0.002077, 0.001983, 0.001138, 0.001832, 0.002847, 0.001507, 0.000987, 0.000264]"
doc_00870,Golf 7 Farda Olusan Kronik Catlaklar,unknown,2,NA,none,"[0.009007, 0.722269, 0.013135, 0.007963, 0.176141, 0.009767, 0.005853, 0.007048, 0.008966, 0.002361, 0.001813, 0.006992, 0.005072, 0.006285, 0.001486, 0.001761, 0.004558, 0.002479, 0.006856, 0.000189]"
doc_00871,Golf 7 Farlardan Supurge gibi ses gelmesi,unknown,8,NA,none,"[0.004148, 0.000894, 0.000954, 0.001206, 0.304107, 0.002006, 0.002640, 0.671263, 0.000715, 0.000576, 0.001360, 0.001054, 0.001450, 0.001846, 0.000691, 0.001391, 0.001895, 0.000968, 0.000652, 0.000186]"
doc_00872,Golf 7 Farlarinin icten tozlanmasi,unknown,1,NA,none,"[0.973424, 0.000461, 0.002164, 0.001505, 0.006626, 0.001253, 0.000649, 0.001229, 0.001414, 0.000657, 0.001414, 0.001117, 0.000743, 0.001469, 0.000713, 0.000343, 0.001009, 0.000830, 0.002912, 0.000067]"
doc_00873,Golf 7 Fren ve Gaz Pedalindan Su Sizmasi,unknown,4,NA,none,"[0.250541, 0.001206, 0.002639, 0.475406, 0.220338, 0.004892, 0.004496, 0.007044, 0.005722, 0.001462, 0.002208, 0.003154, 0.001964, 0.006666, 0.001055, 0.001057, 0.002510, 0.003250, 0.004273, 0.000115]"
doc_00874,Golf 7 GTI Sis Soket Uymuyor,unknown,8,NA,none,"[0.001849, 0.000670, 0.000914, 0.001845, 0.005987, 0.000908, 0.000865, 0.977366, 0.000941, 0.000523, 0.000899, 0.000893, 0.001010, 0.000917, 0.000152, 0.001359, 0.001076, 0.000599, 0.001214, 0.000015]"
doc_00875,Golf 7 GTI Tampon Park Sensoru Braketi,unknown,7,NA,none,"[0.000992, 0.000535, 0.001532, 0.002109, 0.002887, 0.001452, 0.958840, 0.001158, 0.001799, 0.000712, 0.017235, 0.000894, 0.000961, 0.002459, 0.000815, 0.001693, 0.001318, 0.001460, 0.001003, 0.000146]"
doc_00876,Golf 7 GTe,unknown,2,NA,none,"[0.000442, 0.764026, 0.002014, 0.001903, 0.000302, 0.001288, 0.001466, 0.000664, 0.000437, 0.003879, 0.001402, 0.000966, 0.001336, 0.000417, 0.182723, 0.007594, 0.001620, 0.022123, 0.002235, 0.003163]"
doc_00877,Golf 7 Garip Ses,1.4_TSI,11,NA,none,"[0.000300, 0.000794, 0.000099, 0.000797, 0.000254, 0.000434, 0.000393, 0.000447, 0.000331, 0.000158, 0.986222, 0.000114, 0.000311, 0.001199, 0.000333, 0.002424, 0.000544, 0.002499, 0.000510, 0.001838]"
doc_00878,Golf 7 Gec Calisma Sorunu,1.2_TSI,17,NA,none,"[0.005052, 0.001153, 0.001255, 0.001937, 0.016439, 0.001927, 0.009938, 0.002735, 0.002399, 0.001904, 0.003564, 0.001279, 0.001420, 0.002745, 0.001228, 0.000747, 0.938863, 0.004151, 0.001194, 0.000070]"
doc_00879,Golf 7 Geri Gorus Kamerasi Sorusu,unknown,10,NA,none,"[0.001778, 0.000797, 0.001640, 0.002795, 0.142013, 0.002111, 0.268605, 0.001450, 0.002789, 0.563577, 0.000692, 0.001666, 0.000964, 0.002931, 0.000625, 0.001183, 0.001780, 0.000782, 0.001743, 0.000079]"
doc_00880,Golf 7 Geri Gorus Kamerasi ve Park Sensoru Kodlamasi hakkinda (Cozuldu),unknown,5,NA,none,"[0.018247, 0.004665, 0.010827, 0.011776, 0.375993, 0.009123, 0.007014, 0.326340, 0.017260, 0.005706, 0.008732, 0.013875, 0.006433, 0.008339, 0.001718, 0.008511, 0.151632, 0.005893, 0.007701, 0.000214]"
doc_00881,Golf 7 Gizli Ozellik,unknown,5,NA,none,"[0.015558, 0.002257, 0.004616, 0.004907, 0.916855, 0.006348, 0.007686, 0.004289, 0.007063, 0.002255, 0.002728, 0.004075, 0.002497, 0.007837, 0.000582, 0.000734, 0.004158, 0.001675, 0.003824, 0.000057]"
doc_00882,Golf 7 Gogusluk Citasi ve Ambians Aydinlatma Yardim,unknown,1,NA,none,"[0.977518, 0.000274, 0.003791, 0.000470, 0.001670, 0.000663, 0.000243, 0.002083, 0.000646, 0.001251, 0.002863, 0.000751, 0.000128, 0.000824, 0.002027, 0.000537, 0.000588, 0.000835, 0.002157, 0.000682]"
doc_00883,Golf 7 Halojen Far Yagmurda Gorus Sikintisi,1.6_TDI,15,NA,none,"[0.001019, 0.004323, 0.000275, 0.000995, 0.001105, 0.001175, 0.000645, 0.000744, 0.001063, 0.001936, 0.004380, 0.000273, 0.001059, 0.466607, 0.495353, 0.005895, 0.000503, 0.006382, 0.001313, 0.004954]"
doc_00884,Golf 7 Hararet gostergesi 90 dereceye yukselmiyor,1.2_TSI,14,NA,none,"[0.001815, 0.000701, 0.002402, 0.002385, 0.008795, 0.001893, 0.001311, 0.000846, 0.002451, 0.001040, 0.002504, 0.001982, 0.001476, 0.965302, 0.000468, 0.001024, 0.000548, 0.001025, 0.001991, 0.000041]"
doc_00885,Golf 7 Hava Yastigi Isigi,unknown,5,NA,none,"[0.088160, 0.009170, 0.017160, 0.021135, 0.661481, 0.018325, 0.030712, 0.012763, 0.023384, 0.009393, 0.010652, 0.014091, 0.010108, 0.025712, 0.002731, 0.002465, 0.015477, 0.008464, 0.018415, 0.000201]"
doc_00886,Golf 7 Headlight Channel Ihtiyaci,unknown,18,NA,none,"[0.008891, 0.004089, 0.025302, 0.016333, 0.041409, 0.016282, 0.007096, 0.007582, 0.245437, 0.006873, 0.008093, 0.012093, 0.009113, 0.011254, 0.006980, 0.009612, 0.011260, 0.538840, 0.013215, 0.000247]"
doc_00887,Golf 7 Highline DSG vites ayarlanamiyor hatasi,unknown,5,NA,none,"[0.004121, 0.000615, 0.001419, 0.001316, 0.975693, 0.002155, 0.002402, 0.001374, 0.002022, 0.000597, 0.000770, 0.001195, 0.000695, 0.002817, 0.000151, 0.000224, 0.001118, 0.000370, 0.000928, 0.000018]"
doc_00888,Golf 7 Highline J Far Kodlama,unknown,6,NA,none,"[0.000629, 0.003942, 0.001320, 0.003262, 0.003163, 0.928579, 0.001007, 0.000926, 0.000657, 0.004842, 0.003058, 0.001037, 0.000480, 0.000650, 0.001500, 0.038110, 0.000916, 0.003378, 0.002111, 0.000435]"
doc_00889,Golf 7 Highline Sunroof Cerceve Catlagi,1.4_TSI,5,NA,none,"[0.004758, 0.000827, 0.005004, 0.003474, 0.954272, 0.004323, 0.001577, 0.002947, 0.004318, 0.001015, 0.001882, 0.003024, 0.001344, 0.004501, 0.000388, 0.001226, 0.001878, 0.000842, 0.002315, 0.000084]"
doc_00890,Golf 7 Highline U Ledli Farda Mercek icindeki Ledi hk.,unknown,19,NA,none,"[0.114601, 0.000780, 0.002218, 0.002870, 0.006121, 0.001450, 0.000654, 0.001208, 0.002255, 0.000994, 0.001703, 0.001345, 0.001158, 0.001625, 0.000820, 0.000289, 0.000862, 0.001033, 0.857913, 0.000100]"
doc_00891,Golf 7 Highline Xenon Farlarin Aydinlatmama Sorununa Alternatif Ekonomik Cozum Wolfram D3S 6000K,unknown,1,NA,none,"[0.962795, 0.000764, 0.001320, 0.001346, 0.015823, 0.001323, 0.001867, 0.001342, 0.001611, 0.000907, 0.001406, 0.001089, 0.000892, 0.001943, 0.000597, 0.000146, 0.001474, 0.000843, 0.002482, 0.000030]"
doc_00892,Golf 7 Highline beyaz xenon sis fari tavsiyesi,unknown,18,NA,none,"[0.000578, 0.000701, 0.004275, 0.001336, 0.000192, 0.001912, 0.000701, 0.001054, 0.001746, 0.172738, 0.001022, 0.002442, 0.000823, 0.000660, 0.059468, 0.001724, 0.001495, 0.739443, 0.004737, 0.002953]"
doc_00893,Golf 7 Highline depo kapagi kilidi,1.6_TDI,12,10000,medium,"[0.000528, 0.000264, 0.000358, 0.000843, 0.003800, 0.000575, 0.000369, 0.000341, 0.000713, 0.000354, 0.000500, 0.988186, 0.000429, 0.000755, 0.000127, 0.000404, 0.000310, 0.000489, 0.000634, 0.000020]"
doc_00894,Golf 7 Highline otomatik silecek sorunu,unknown,14,NA,none,"[0.001505, 0.007969, 0.003914, 0.006936, 0.008114, 0.002164, 0.001835, 0.001691, 0.001204, 0.013102, 0.009757, 0.002639, 0.001234, 0.886344, 0.002488, 0.039107, 0.001140, 0.004572, 0.003885, 0.000401]"
doc_00895,Golf 7 Hiz Sabitlemesi Hakkinda,1.4_TSI,10,NA,none,"[0.005913, 0.001782, 0.003488, 0.006014, 0.020543, 0.007042, 0.005458, 0.002375, 0.019937, 0.889655, 0.001258, 0.004643, 0.003238, 0.009425, 0.002297, 0.002796, 0.003902, 0.004154, 0.005913, 0.000166]"
doc_00896,Golf 7 Hiz Sabitleyici Taktirma,unknown,18,NA,none,"[0.008280, 0.001090, 0.006758, 0.004378, 0.423107, 0.007780, 0.005377, 0.005234, 0.009490, 0.001820, 0.001524, 0.005439, 0.005014, 0.007128, 0.002277, 0.002072, 0.004219, 0.495896, 0.003057, 0.000060]"
doc_00897,Golf 7 Ic Ambiyans Aydinlatma Sorunu,unknown,9,NA,none,"[0.002410, 0.000934, 0.003326, 0.002748, 0.107417, 0.002668, 0.001528, 0.001155, 0.861315, 0.001096, 0.001591, 0.001918, 0.001026, 0.002767, 0.000693, 0.001468, 0.001378, 0.001368, 0.003086, 0.000107]"
doc_00898,Golf 7 Ic Kapi Aydinlatmalari,unknown,15,NA,none,"[0.008902, 0.001043, 0.001167, 0.001104, 0.013214, 0.003360, 0.004624, 0.001833, 0.005853, 0.001438, 0.000303, 0.002052, 0.002310, 0.005015, 0.937198, 0.000392, 0.001467, 0.005630, 0.002934, 0.000163]"
doc_00899,Golf 7 Ic Tavan (Siyah),unknown,9,NA,none,"[0.003513, 0.002135, 0.010877, 0.006567, 0.019526, 0.004355, 0.003628, 0.001750, 0.913177, 0.002171, 0.003132, 0.003201, 0.002325, 0.004885, 0.001413, 0.003183, 0.002393, 0.004189, 0.007410, 0.000170]"
doc_00900,Golf 7 Ilginc bir ariza durumu,unknown,18,NA,none,"[0.000299, 0.002546, 0.002742, 0.002818, 0.000443, 0.000798, 0.001026, 0.000831, 0.000594, 0.004566, 0.003414, 0.000766, 0.000930, 0.000547, 0.004983, 0.060774, 0.002023, 0.908608, 0.001017, 0.000275]"
doc_00901,Golf 7 Ilk calistirmada gelen tuhaf ses,1.4_TSI,16,NA,none,"[0.026925, 0.002481, 0.015767, 0.011552, 0.065365, 0.016197, 0.031834, 0.031690, 0.030656, 0.006157, 0.006430, 0.014538, 0.009872, 0.022434, 0.001882, 0.670667, 0.006076, 0.021864, 0.007446, 0.000168]"
doc_00902,Golf 7 Isitmali Sol Dikiz Ayna Cami,unknown,5,NA,none,"[0.003934, 0.001903, 0.444034, 0.004033, 0.508207, 0.003644, 0.002182, 0.002523, 0.004541, 0.000960, 0.002240, 0.002467, 0.001917, 0.006566, 0.000480, 0.002462, 0.002457, 0.002268, 0.003062, 0.000121]"
doc_00903,Golf 7 J Far Hatasi,unknown,18,15000,medium,"[0.210181, 0.002328, 0.011054, 0.006260, 0.186550, 0.009328, 0.005686, 0.004035, 0.015748, 0.004326, 0.003977, 0.005820, 0.005568, 0.009446, 0.003757, 0.001249, 0.007443, 0.501843, 0.005334, 0.000067]"
doc_00904,Golf 7 J Far Soketi,unknown,4,NA,none,"[0.003259, 0.001068, 0.003818, 0.716098, 0.241852, 0.003726, 0.002074, 0.003199, 0.005053, 0.001415, 0.002255, 0.002917, 0.001392, 0.003455, 0.000362, 0.001474, 0.001720, 0.001581, 0.003199, 0.000083]"
doc_00905,Golf 7 J far,unknown,5,NA,none,"[0.008860, 0.000959, 0.002212, 0.002036, 0.960779, 0.002987, 0.003199, 0.002116, 0.003198, 0.000977, 0.001253, 0.001827, 0.001061, 0.003696, 0.000260, 0.000332, 0.002010, 0.000654, 0.001557, 0.000028]"
doc_00906,Golf 7 J far soketi,unknown,5,NA,none,"[0.002483, 0.000382, 0.002724, 0.001562, 0.969635, 0.002700, 0.001517, 0.002288, 0.002201, 0.000530, 0.002019, 0.001278, 0.000907, 0.003969, 0.000693, 0.001558, 0.001683, 0.000979, 0.000745, 0.000146]"
doc_00907,"Golf 7 J led far icin tuhaf durum,ariza",unknown,3,NA,none,"[0.007282, 0.002193, 0.492635, 0.002244, 0.456821, 0.002772, 0.006157, 0.001660, 0.008142, 0.000943, 0.001778, 0.001346, 0.001769, 0.005514, 0.000380, 0.001110, 0.002182, 0.002608, 0.002412, 0.000050]"
doc_00908,Golf 7 J led far ve 7.5 Led stop montaji,unknown,7,NA,none,"[0.000218, 0.000371, 0.000736, 0.000650, 0.000786, 0.000765, 0.988909, 0.000343, 0.000633, 0.000458, 0.000980, 0.000441, 0.000536, 0.000517, 0.000794, 0.000889, 0.000484, 0.000893, 0.000340, 0.000256]"
doc_00909,Golf 7 Jant - Lastik Uyumu Hk.,unknown,13,NA,none,"[0.003939, 0.002266, 0.005418, 0.004092, 0.016535, 0.004475, 0.002806, 0.002630, 0.003844, 0.002192, 0.005376, 0.004688, 0.595736, 0.330194, 0.001452, 0.002225, 0.001392, 0.004357, 0.006240, 0.000143]"
doc_00910,Golf 7 Kadran Dili ve Airbag Hatasi,unknown,12,NA,none,"[0.000397, 0.001128, 0.000087, 0.000717, 0.000680, 0.000611, 0.001379, 0.000525, 0.000119, 0.001085, 0.011345, 0.968785, 0.000356, 0.000504, 0.001900, 0.004999, 0.000550, 0.003046, 0.000702, 0.001087]"
doc_00911,Golf 7 Kalorifer Sorunu,1.4_TSI,19,87000,medium,"[0.005984, 0.001054, 0.004282, 0.008496, 0.011158, 0.004711, 0.003265, 0.002463, 0.005495, 0.001073, 0.150406, 0.004557, 0.003228, 0.006445, 0.000541, 0.001173, 0.002479, 0.002516, 0.780456, 0.000218]"
doc_00912,Golf 7 Kapanmayan Multimedya Sorunu,unknown,6,NA,none,"[0.006605, 0.002720, 0.008083, 0.009359, 0.148207, 0.763821, 0.004622, 0.004121, 0.009560, 0.002633, 0.004483, 0.005342, 0.003273, 0.007830, 0.001411, 0.002808, 0.003926, 0.004357, 0.006575, 0.000263]"
doc_00913,Golf 7 Kapi Fitili aracin metal kismina takiliyor kapi zor aciliyor.,unknown,5,NA,none,"[0.009722, 0.001396, 0.002857, 0.003119, 0.946896, 0.003905, 0.005587, 0.002749, 0.004434, 0.001369, 0.001729, 0.002500, 0.001591, 0.005724, 0.000352, 0.000465, 0.002521, 0.000917, 0.002130, 0.000037]"
doc_00914,Golf 7 Kapi Kaplamasi Sokulmus,unknown,13,NA,none,"[0.000320, 0.000386, 0.000714, 0.000508, 0.001014, 0.000777, 0.000532, 0.000449, 0.000412, 0.000252, 0.000750, 0.000698, 0.987383, 0.000760, 0.000928, 0.000806, 0.000363, 0.001956, 0.000665, 0.000327]"
doc_00915,Golf 7 Kapi Kilit Acma Dugmesi,unknown,10,NA,none,"[0.000822, 0.000237, 0.000450, 0.001169, 0.002250, 0.000728, 0.001673, 0.000619, 0.001011, 0.981916, 0.000302, 0.000838, 0.000618, 0.001835, 0.000927, 0.000952, 0.001194, 0.001514, 0.000871, 0.000076]"
doc_00916,Golf 7 Katlanir Ayna Problemi,unknown,1,NA,none,"[0.974105, 0.000393, 0.001688, 0.001297, 0.008247, 0.001255, 0.000550, 0.001124, 0.001361, 0.000606, 0.001381, 0.001007, 0.000681, 0.001617, 0.000659, 0.000309, 0.000879, 0.000657, 0.002121, 0.000064]"
doc_00917,Golf 7 Katlanir Ayna Taktirdim,unknown,4,NA,none,"[0.001078, 0.000528, 0.001107, 0.975832, 0.006054, 0.001405, 0.001251, 0.001014, 0.001810, 0.000781, 0.001169, 0.001335, 0.000665, 0.001295, 0.000174, 0.000653, 0.000794, 0.001065, 0.001958, 0.000032]"
doc_00918,Golf 7 Kendiliginden meydana gelen on cam catlagi,unknown,1,3000,medium,"[0.968262, 0.000494, 0.002312, 0.001599, 0.010201, 0.001394, 0.000668, 0.001333, 0.001771, 0.000720, 0.001598, 0.001155, 0.000803, 0.001803, 0.000806, 0.000382, 0.001056, 0.000816, 0.002751, 0.000076]"
doc_00919,Golf 7 Kisa Sag On Ampul Kesti,unknown,5,NA,none,"[0.003215, 0.000494, 0.002943, 0.001881, 0.953007, 0.003071, 0.000940, 0.001578, 0.002558, 0.000689, 0.001538, 0.001798, 0.000894, 0.021547, 0.000277, 0.000835, 0.000970, 0.000465, 0.001245, 0.000055]"
doc_00920,Golf 7 Kisalar acikken gunduz farlari hala yaniyor,unknown,4,NA,none,"[0.000963, 0.000527, 0.001052, 0.978917, 0.004114, 0.001206, 0.001034, 0.000961, 0.001793, 0.000714, 0.001033, 0.001312, 0.000674, 0.001224, 0.000168, 0.000633, 0.000624, 0.001075, 0.001947, 0.000029]"
doc_00921,Golf 7 Klima Isitmiyor Ve Ses Geliyor,unknown,3,NA,none,"[0.002055, 0.002775, 0.843739, 0.079189, 0.004091, 0.002818, 0.002461, 0.006372, 0.004326, 0.004190, 0.008475, 0.002793, 0.000758, 0.003319, 0.002996, 0.008799, 0.001889, 0.008756, 0.008305, 0.001892]"
doc_00922,Golf 7 Klima Sorunu,1.6_TDI,9,NA,none,"[0.001601, 0.000945, 0.002761, 0.003128, 0.008484, 0.001772, 0.001730, 0.000717, 0.962100, 0.001140, 0.001492, 0.001702, 0.000979, 0.002862, 0.000844, 0.001447, 0.001100, 0.001913, 0.003197, 0.000085]"
doc_00923,Golf 7 Klima Yonlendirmesinde Sorun,unknown,6,NA,none,"[0.002231, 0.000884, 0.000682, 0.001562, 0.008623, 0.815985, 0.155217, 0.001363, 0.002399, 0.000661, 0.000948, 0.001145, 0.000922, 0.002363, 0.000514, 0.000604, 0.000781, 0.001779, 0.001282, 0.000057]"
doc_00924,Golf 7 Koku ve Bugu Sorunu,unknown,14,NA,none,"[0.001856, 0.000347, 0.000577, 0.000490, 0.007315, 0.000723, 0.001841, 0.000424, 0.000745, 0.000473, 0.001520, 0.000593, 0.000632, 0.979932, 0.000488, 0.000345, 0.000419, 0.000807, 0.000451, 0.000023]"
doc_00925,Golf 7 Koltuk isitma montaji hk.,unknown,4,3000,medium,"[0.000161, 0.002994, 0.000082, 0.980184, 0.000302, 0.000482, 0.000294, 0.000663, 0.000362, 0.000852, 0.001989, 0.000111, 0.000283, 0.000521, 0.000717, 0.003597, 0.000333, 0.003385, 0.000899, 0.001789]"
doc_00926,Golf 7 Kontagi Acinca Gelen Gicirdama,1.2_TSI,1,NA,none,"[0.981634, 0.000216, 0.001094, 0.000662, 0.003780, 0.000793, 0.000589, 0.000952, 0.000673, 0.000374, 0.001753, 0.000510, 0.000528, 0.001748, 0.001247, 0.000448, 0.000775, 0.000927, 0.001170, 0.000127]"
doc_00927,Golf 7 Korna Calismiyor,unknown,14,NA,none,"[0.001682, 0.000563, 0.002249, 0.001700, 0.007901, 0.001849, 0.002115, 0.001122, 0.001903, 0.000926, 0.004172, 0.001461, 0.001538, 0.962994, 0.001359, 0.002170, 0.000829, 0.002124, 0.001229, 0.000116]"
doc_00928,Golf 7 Lastik basinc sonmuyor,unknown,7,NA,none,"[0.000359, 0.000599, 0.001168, 0.001153, 0.001237, 0.001451, 0.979933, 0.000542, 0.001113, 0.000827, 0.001529, 0.000806, 0.001015, 0.000972, 0.001495, 0.001403, 0.000884, 0.002502, 0.000607, 0.000405]"
doc_00929,Golf 7 Logo Geri Gorus Kamera Acilmama Sorunu,unknown,19,25000,medium,"[0.001741, 0.000057, 0.001217, 0.000828, 0.003466, 0.003214, 0.001888, 0.001034, 0.003479, 0.000409, 0.002481, 0.000777, 0.000511, 0.002132, 0.001610, 0.000787, 0.000127, 0.003986, 0.970147, 0.000109]"
doc_00930,Golf 7 Media Cihazi Sokme Kablo Tertibati,unknown,9,6000,medium,"[0.001057, 0.000616, 0.000769, 0.000666, 0.002287, 0.000880, 0.001976, 0.000239, 0.981316, 0.000512, 0.000884, 0.000593, 0.000646, 0.000765, 0.001498, 0.000664, 0.000810, 0.002168, 0.001358, 0.000294]"
doc_00931,Golf 7 Midline Plus Kalorifer Petegi Tikali Sicak Uflemiyor,unknown,19,NA,none,"[0.001305, 0.001121, 0.002171, 0.001082, 0.000680, 0.000904, 0.000829, 0.073859, 0.000774, 0.002335, 0.001962, 0.001560, 0.000497, 0.000445, 0.001288, 0.000710, 0.000798, 0.001963, 0.904634, 0.001083]"
doc_00932,Golf 7 Motor Ariza Lambasi,1.6_TDI,4,90000,high,"[0.000217, 0.001708, 0.000079, 0.963557, 0.000328, 0.000490, 0.000357, 0.000665, 0.000354, 0.000554, 0.021224, 0.000128, 0.000272, 0.000743, 0.000499, 0.003114, 0.000414, 0.002494, 0.000788, 0.002017]"
doc_00933,Golf 7 Motor Ariza Lambasi,1.2_TSI,19,2000,high,"[0.000457, 0.000436, 0.002707, 0.000590, 0.000169, 0.000814, 0.000194, 0.000571, 0.000683, 0.000941, 0.001713, 0.000879, 0.000292, 0.000241, 0.002653, 0.000398, 0.000219, 0.000904, 0.919171, 0.065968]"
doc_00934,Golf 7 Motor Sogutma Suyu Problemi,1.6_TDI,6,60000,range,"[0.011610, 0.005599, 0.024078, 0.025659, 0.031513, 0.253852, 0.018258, 0.094014, 0.015513, 0.008876, 0.022178, 0.011977, 0.010807, 0.019662, 0.008108, 0.168313, 0.012158, 0.023340, 0.233065, 0.001418]"
doc_00935,Golf 7 Motor isigi sorunu,unknown,18,NA,none,"[0.000101, 0.000424, 0.001155, 0.000874, 0.000096, 0.000454, 0.000476, 0.000448, 0.000218, 0.001255, 0.075968, 0.000575, 0.000473, 0.000253, 0.000844, 0.330231, 0.000812, 0.584330, 0.000393, 0.000620]"
doc_00936,Golf 7 Motorun Ilk Calistirmada Sarsintili ve Zor Devreye Girip Calismasi,1.4_TSI,15,3000,medium,"[0.000550, 0.000184, 0.000382, 0.000206, 0.000466, 0.000522, 0.000433, 0.000125, 0.000547, 0.000272, 0.000135, 0.000338, 0.000521, 0.000412, 0.992024, 0.000207, 0.000300, 0.001499, 0.000433, 0.000442]"
doc_00937,Golf 7 On Cam degisimi,unknown,4,5000,medium,"[0.002861, 0.001587, 0.003259, 0.939668, 0.011156, 0.003736, 0.003028, 0.002851, 0.005202, 0.002029, 0.002758, 0.003199, 0.001932, 0.003265, 0.000525, 0.001758, 0.001819, 0.003120, 0.006165, 0.000080]"
doc_00938,Golf 7 On Gogus Sokulmesi Evaporator Degisimi,unknown,5,NA,none,"[0.016132, 0.003409, 0.015532, 0.012527, 0.762667, 0.017024, 0.016634, 0.017512, 0.020770, 0.004122, 0.020270, 0.011939, 0.008679, 0.024280, 0.006463, 0.012093, 0.011308, 0.010794, 0.006811, 0.001034]"
doc_00939,Golf 7 On Led Sinyal ile Amerikan Park,unknown,8,NA,none,"[0.000835, 0.000472, 0.000538, 0.001067, 0.002257, 0.000847, 0.000746, 0.983873, 0.000348, 0.000339, 0.000918, 0.000690, 0.001063, 0.000591, 0.000597, 0.002008, 0.000892, 0.001158, 0.000602, 0.000160]"
doc_00940,Golf 7 On Park Sensor Arizasi,unknown,13,NA,none,"[0.000071, 0.000102, 0.000168, 0.000096, 0.000166, 0.000147, 0.000115, 0.000102, 0.000081, 0.000057, 0.000164, 0.000142, 0.997225, 0.000145, 0.000261, 0.000172, 0.000079, 0.000456, 0.000163, 0.000088]"
doc_00941,Golf 7 On Salincak Burclari Degisimi Tavsiye,unknown,9,8000,medium,"[0.000430, 0.000289, 0.000873, 0.000671, 0.001925, 0.000591, 0.000899, 0.000260, 0.986020, 0.000341, 0.000792, 0.000370, 0.000372, 0.000866, 0.001053, 0.001024, 0.000551, 0.001911, 0.000674, 0.000088]"
doc_00942,Golf 7 Onden Gelen Metal Sesi,unknown,6,85000,high,"[0.001809, 0.001198, 0.002458, 0.002902, 0.026546, 0.661971, 0.002995, 0.001264, 0.269973, 0.001197, 0.003362, 0.001644, 0.001552, 0.006631, 0.002408, 0.002986, 0.001776, 0.004381, 0.002468, 0.000478]"
doc_00943,Golf 7 Otomatik Kararan Dikiz Aynasi,unknown,12,NA,none,"[0.001761, 0.000592, 0.001292, 0.001738, 0.202200, 0.001847, 0.000883, 0.001181, 0.001903, 0.000760, 0.001188, 0.777087, 0.000939, 0.002386, 0.000275, 0.000922, 0.000972, 0.000786, 0.001231, 0.000059]"
doc_00944,Golf 7 Park Sensoru montaji hakkinda,unknown,4,NA,none,"[0.009066, 0.003765, 0.012594, 0.663986, 0.182223, 0.011175, 0.006917, 0.009091, 0.018557, 0.005407, 0.007963, 0.009571, 0.004959, 0.013063, 0.001375, 0.007742, 0.005108, 0.006114, 0.021067, 0.000258]"
doc_00945,Golf 7 Park sensor isigi,unknown,5,NA,none,"[0.005052, 0.000134, 0.005512, 0.002209, 0.529019, 0.010585, 0.004349, 0.003846, 0.009900, 0.001210, 0.005740, 0.004173, 0.001026, 0.404127, 0.001235, 0.002695, 0.000333, 0.004196, 0.004589, 0.000071]"
doc_00946,Golf 7 Radio montaj,unknown,7,NA,none,"[0.001678, 0.000733, 0.000704, 0.000951, 0.004101, 0.000951, 0.979109, 0.000818, 0.001216, 0.000897, 0.001583, 0.000530, 0.000760, 0.001746, 0.000685, 0.000502, 0.001226, 0.001266, 0.000507, 0.000037]"
doc_00947,Golf 7 Replika 18 inc Jant biktirdi...,unknown,19,NA,none,"[0.141342, 0.006278, 0.008124, 0.012013, 0.096804, 0.009217, 0.012546, 0.006415, 0.018930, 0.006402, 0.007287, 0.008320, 0.006868, 0.010853, 0.002641, 0.000895, 0.006950, 0.005955, 0.631975, 0.000184]"
